Število naseljenih stanovanj po številu sob in številu oseb, obèine, Slovenija, veèletno;;;
;;;
OBÈINE;ŠTEVILO SOB;ŠTEVILO OSEB;2015
Trzin;Število sob - SKUPAJ;1 oseba;221
Trzin;Število sob - SKUPAJ;2 osebi;282
Trzin;Število sob - SKUPAJ;3 osebe;257
Trzin;Število sob - SKUPAJ;4 osebe;220
Trzin;Število sob - SKUPAJ;5 oseb;123
Trzin;Število sob - SKUPAJ;6 oseb;61
Trzin;Število sob - SKUPAJ;7 oseb ali veè;42
Trzin;1 soba;Število oseb -SKUPAJ;63
Trzin;1 soba;1 oseba;32
Trzin;1 soba;2 osebi;15
Trzin;1 soba;3 osebe;7
Trzin;1 soba;4 osebe;5
Trzin;1 soba;5 oseb;4
Trzin;1 soba;6 oseb;0
Trzin;1 soba;7 oseb ali veè;0
Trzin;2 sobi;Število oseb -SKUPAJ;158
Trzin;2 sobi;1 oseba;65
Trzin;2 sobi;2 osebi;39
Trzin;2 sobi;3 osebe;26
Trzin;2 sobi;4 osebe;11
Trzin;2 sobi;5 oseb;11
Trzin;2 sobi;6 oseb;4
Trzin;2 sobi;7 oseb ali veè;2
Trzin;3 sobe;Število oseb -SKUPAJ;248
Trzin;3 sobe;1 oseba;45
Trzin;3 sobe;2 osebi;65
Trzin;3 sobe;3 osebe;67
Trzin;3 sobe;4 osebe;40
Trzin;3 sobe;5 oseb;18
Trzin;3 sobe;6 oseb;8
Trzin;3 sobe;7 oseb ali veè;5
Trzin;4 sobe;Število oseb -SKUPAJ;309
Trzin;4 sobe;1 oseba;53
Trzin;4 sobe;2 osebi;77
Trzin;4 sobe;3 osebe;60
Trzin;4 sobe;4 osebe;75
Trzin;4 sobe;5 oseb;26
Trzin;4 sobe;6 oseb;9
Trzin;4 sobe;7 oseb ali veè;9
Trzin;5 sob ali veè;Število oseb -SKUPAJ;428
Trzin;5 sob ali veè;1 oseba;26
Trzin;5 sob ali veè;2 osebi;86
Trzin;5 sob ali veè;3 osebe;97
Trzin;5 sob ali veè;4 osebe;89
Trzin;5 sob ali veè;5 oseb;64
Trzin;5 sob ali veè;6 oseb;40
Trzin;5 sob ali veè;7 oseb ali veè;26
Tržiè;Število sob - SKUPAJ;Število oseb -SKUPAJ;4920
Tržiè;Število sob - SKUPAJ;1 oseba;1073
Tržiè;Število sob - SKUPAJ;2 osebi;1194
Tržiè;Število sob - SKUPAJ;3 osebe;957
Tržiè;Število sob - SKUPAJ;4 osebe;860
Tržiè;Število sob - SKUPAJ;5 oseb;397
Tržiè;Število sob - SKUPAJ;6 oseb;246
Tržiè;Število sob - SKUPAJ;7 oseb ali veè;193
Tržiè;1 soba;Število oseb -SKUPAJ;568
Tržiè;1 soba;1 oseba;250
Tržiè;1 soba;2 osebi;147
Tržiè;1 soba;3 osebe;90
Tržiè;1 soba;4 osebe;45
Tržiè;1 soba;5 oseb;22
Tržiè;1 soba;6 oseb;7
Tržiè;1 soba;7 oseb ali veè;7
Tržiè;2 sobi;Število oseb -SKUPAJ;1271
Tržiè;2 sobi;1 oseba;385
Tržiè;2 sobi;2 osebi;376
Tržiè;2 sobi;3 osebe;244
Tržiè;2 sobi;4 osebe;182
Tržiè;2 sobi;5 oseb;51
Tržiè;2 sobi;6 oseb;19
Tržiè;2 sobi;7 oseb ali veè;14
Tržiè;3 sobe;Število oseb -SKUPAJ;1231
Tržiè;3 sobe;1 oseba;258
Tržiè;3 sobe;2 osebi;345
Tržiè;3 sobe;3 osebe;263
Tržiè;3 sobe;4 osebe;227
Tržiè;3 sobe;5 oseb;89
Tržiè;3 sobe;6 oseb;31
Tržiè;3 sobe;7 oseb ali veè;18
Tržiè;4 sobe;Število oseb -SKUPAJ;705
Tržiè;4 sobe;1 oseba;94
Tržiè;4 sobe;2 osebi;162
Tržiè;4 sobe;3 osebe;165
Tržiè;4 sobe;4 osebe;171
Tržiè;4 sobe;5 oseb;54
Tržiè;4 sobe;6 oseb;35
Tržiè;4 sobe;7 oseb ali veè;24
Tržiè;5 sob ali veè;Število oseb -SKUPAJ;1145
Tržiè;5 sob ali veè;1 oseba;86
Tržiè;5 sob ali veè;2 osebi;164
Tržiè;5 sob ali veè;3 osebe;195
Tržiè;5 sob ali veè;4 osebe;235
Tržiè;5 sob ali veè;5 oseb;181
Tržiè;5 sob ali veè;6 oseb;154
Tržiè;5 sob ali veè;7 oseb ali veè;130
Turnišèe;Število sob - SKUPAJ;Število oseb -SKUPAJ;929
Turnišèe;Število sob - SKUPAJ;1 oseba;128
Turnišèe;Število sob - SKUPAJ;2 osebi;181
Turnišèe;Število sob - SKUPAJ;3 osebe;201
Turnišèe;Število sob - SKUPAJ;4 osebe;177
Turnišèe;Število sob - SKUPAJ;5 oseb;119
Turnišèe;Število sob - SKUPAJ;6 oseb;70
Turnišèe;Število sob - SKUPAJ;7 oseb ali veè;53
Turnišèe;1 soba;Število oseb -SKUPAJ;17
Turnišèe;1 soba;1 oseba;7
Turnišèe;1 soba;2 osebi;1
Turnišèe;1 soba;3 osebe;6
Turnišèe;1 soba;4 osebe;2
Turnišèe;1 soba;5 oseb;1
Turnišèe;1 soba;6 oseb;0
Turnišèe;1 soba;7 oseb ali veè;0
Turnišèe;2 sobi;Število oseb -SKUPAJ;136
Turnišèe;2 sobi;1 oseba;42
Turnišèe;2 sobi;2 osebi;41
Turnišèe;2 sobi;3 osebe;24
Turnišèe;2 sobi;4 osebe;17
Turnišèe;2 sobi;5 oseb;6
Turnišèe;2 sobi;6 oseb;2
Turnišèe;2 sobi;7 oseb ali veè;4
Turnišèe;3 sobe;Število oseb -SKUPAJ;233
Turnišèe;3 sobe;1 oseba;38
Turnišèe;3 sobe;2 osebi;59
Turnišèe;3 sobe;3 osebe;47
Turnišèe;3 sobe;4 osebe;40
Turnišèe;3 sobe;5 oseb;23
Turnišèe;3 sobe;6 oseb;11
Turnišèe;3 sobe;7 oseb ali veè;15
Turnišèe;4 sobe;Število oseb -SKUPAJ;233
Turnišèe;4 sobe;1 oseba;16
Turnišèe;4 sobe;2 osebi;44
Turnišèe;4 sobe;3 osebe;62
Turnišèe;4 sobe;4 osebe;50
Turnišèe;4 sobe;5 oseb;35
Turnišèe;4 sobe;6 oseb;17
Turnišèe;4 sobe;7 oseb ali veè;9
Turnišèe;5 sob ali veè;Število oseb -SKUPAJ;310
Turnišèe;5 sob ali veè;1 oseba;25
Turnišèe;5 sob ali veè;2 osebi;36
Turnišèe;5 sob ali veè;3 osebe;62
Turnišèe;5 sob ali veè;4 osebe;68
Turnišèe;5 sob ali veè;5 oseb;54
Turnišèe;5 sob ali veè;6 oseb;40
Turnišèe;5 sob ali veè;7 oseb ali veè;25
Velenje;Število sob - SKUPAJ;Število oseb -SKUPAJ;10882
Velenje;Število sob - SKUPAJ;1 oseba;2283
Velenje;Število sob - SKUPAJ;2 osebi;2809
Velenje;Število sob - SKUPAJ;3 osebe;2363
Velenje;Število sob - SKUPAJ;4 osebe;1839
Velenje;Število sob - SKUPAJ;5 oseb;801
Velenje;Število sob - SKUPAJ;6 oseb;482
Velenje;Število sob - SKUPAJ;7 oseb ali veè;305
Velenje;1 soba;Število oseb -SKUPAJ;1507
Velenje;1 soba;1 oseba;724
Velenje;1 soba;2 osebi;400
Velenje;1 soba;3 osebe;204
Velenje;1 soba;4 osebe;127
Velenje;1 soba;5 oseb;31
Velenje;1 soba;6 oseb;15
Velenje;1 soba;7 oseb ali veè;6
Velenje;2 sobi;Število oseb -SKUPAJ;3223
Velenje;2 sobi;1 oseba;748
Velenje;2 sobi;2 osebi;971
Velenje;2 sobi;3 osebe;774
Velenje;2 sobi;4 osebe;493
Velenje;2 sobi;5 oseb;150
Velenje;2 sobi;6 oseb;63
Velenje;2 sobi;7 oseb ali veè;24
Velenje;3 sobe;Število oseb -SKUPAJ;3131
Velenje;3 sobe;1 oseba;525
Velenje;3 sobe;2 osebi;866
Velenje;3 sobe;3 osebe;780
Velenje;3 sobe;4 osebe;600
Velenje;3 sobe;5 oseb;214
Velenje;3 sobe;6 oseb;89
Velenje;3 sobe;7 oseb ali veè;57
Velenje;4 sobe;Število oseb -SKUPAJ;1250
Velenje;4 sobe;1 oseba;162
Velenje;4 sobe;2 osebi;288
Velenje;4 sobe;3 osebe;268
Velenje;4 sobe;4 osebe;259
Velenje;4 sobe;5 oseb;125
Velenje;4 sobe;6 oseb;92
Velenje;4 sobe;7 oseb ali veè;56
Velenje;5 sob ali veè;Število oseb -SKUPAJ;1771
Velenje;5 sob ali veè;1 oseba;124
Velenje;5 sob ali veè;2 osebi;284
Velenje;5 sob ali veè;3 osebe;337
Velenje;5 sob ali veè;4 osebe;360
Velenje;5 sob ali veè;5 oseb;281
Velenje;5 sob ali veè;6 oseb;223
Velenje;5 sob ali veè;7 oseb ali veè;162
Velika Polana;Število sob - SKUPAJ;Število oseb -SKUPAJ;409
Velika Polana;Število sob - SKUPAJ;1 oseba;57
Velika Polana;Število sob - SKUPAJ;2 osebi;93
Velika Polana;Število sob - SKUPAJ;3 osebe;78
Velika Polana;Število sob - SKUPAJ;4 osebe;82
Velika Polana;Število sob - SKUPAJ;5 oseb;45
Velika Polana;Število sob - SKUPAJ;6 oseb;32
Velika Polana;Število sob - SKUPAJ;7 oseb ali veè;22
Velika Polana;1 soba;Število oseb -SKUPAJ;6
Velika Polana;1 soba;1 oseba;2
Velika Polana;1 soba;2 osebi;1
Velika Polana;1 soba;3 osebe;1
Velika Polana;1 soba;4 osebe;1
Velika Polana;1 soba;5 oseb;1
Velika Polana;1 soba;6 oseb;0
Velika Polana;1 soba;7 oseb ali veè;0
Velika Polana;2 sobi;Število oseb -SKUPAJ;67
Velika Polana;2 sobi;1 oseba;25
Velika Polana;2 sobi;2 osebi;20
Velika Polana;2 sobi;3 osebe;11
Velika Polana;2 sobi;4 osebe;6
Velika Polana;2 sobi;5 oseb;2
Velika Polana;2 sobi;6 oseb;1
Velika Polana;2 sobi;7 oseb ali veè;2
Velika Polana;3 sobe;Število oseb -SKUPAJ;80
Velika Polana;3 sobe;1 oseba;15
Velika Polana;3 sobe;2 osebi;20
Velika Polana;3 sobe;3 osebe;14
Velika Polana;3 sobe;4 osebe;17
Velika Polana;3 sobe;5 oseb;7
Velika Polana;3 sobe;6 oseb;4
Velika Polana;3 sobe;7 oseb ali veè;3
Velika Polana;4 sobe;Število oseb -SKUPAJ;97
Velika Polana;4 sobe;1 oseba;5
Velika Polana;4 sobe;2 osebi;21
Velika Polana;4 sobe;3 osebe;23
Velika Polana;4 sobe;4 osebe;24
Velika Polana;4 sobe;5 oseb;13
Velika Polana;4 sobe;6 oseb;6
Velika Polana;4 sobe;7 oseb ali veè;5
Velika Polana;5 sob ali veè;Število oseb -SKUPAJ;159
Velika Polana;5 sob ali veè;1 oseba;10
Velika Polana;5 sob ali veè;2 osebi;31
Velika Polana;5 sob ali veè;3 osebe;29
Velika Polana;5 sob ali veè;4 osebe;34
Velika Polana;5 sob ali veè;5 oseb;22
Velika Polana;5 sob ali veè;6 oseb;21
Velika Polana;5 sob ali veè;7 oseb ali veè;12
Velike Lašèe;Število sob - SKUPAJ;Število oseb -SKUPAJ;1341
Velike Lašèe;Število sob - SKUPAJ;1 oseba;324
Velike Lašèe;Število sob - SKUPAJ;2 osebi;269
Velike Lašèe;Število sob - SKUPAJ;3 osebe;214
Velike Lašèe;Število sob - SKUPAJ;4 osebe;249
Velike Lašèe;Število sob - SKUPAJ;5 oseb;137
Velike Lašèe;Število sob - SKUPAJ;6 oseb;88
Velike Lašèe;Število sob - SKUPAJ;7 oseb ali veè;60
Velike Lašèe;1 soba;Število oseb -SKUPAJ;57
Velike Lašèe;1 soba;1 oseba;27
Velike Lašèe;1 soba;2 osebi;12
Velike Lašèe;1 soba;3 osebe;6
Velike Lašèe;1 soba;4 osebe;2
Velike Lašèe;1 soba;5 oseb;7
Velike Lašèe;1 soba;6 oseb;1
Velike Lašèe;1 soba;7 oseb ali veè;2
Velike Lašèe;2 sobi;Število oseb -SKUPAJ;245
Velike Lašèe;2 sobi;1 oseba;107
Velike Lašèe;2 sobi;2 osebi;57
Velike Lašèe;2 sobi;3 osebe;29
Velike Lašèe;2 sobi;4 osebe;30
Velike Lašèe;2 sobi;5 oseb;13
Velike Lašèe;2 sobi;6 oseb;4
Velike Lašèe;2 sobi;7 oseb ali veè;5
Velike Lašèe;3 sobe;Število oseb -SKUPAJ;323
Velike Lašèe;3 sobe;1 oseba;89
Velike Lašèe;3 sobe;2 osebi;83
Velike Lašèe;3 sobe;3 osebe;56
Velike Lašèe;3 sobe;4 osebe;58
Velike Lašèe;3 sobe;5 oseb;20
Velike Lašèe;3 sobe;6 oseb;9
Velike Lašèe;3 sobe;7 oseb ali veè;8
Velike Lašèe;4 sobe;Število oseb -SKUPAJ;280
Velike Lašèe;4 sobe;1 oseba;49
Velike Lašèe;4 sobe;2 osebi;62
Velike Lašèe;4 sobe;3 osebe;48
Velike Lašèe;4 sobe;4 osebe;67
Velike Lašèe;4 sobe;5 oseb;26
Velike Lašèe;4 sobe;6 oseb;17
Velike Lašèe;4 sobe;7 oseb ali veè;11
Velike Lašèe;5 sob ali veè;Število oseb -SKUPAJ;436
Velike Lašèe;5 sob ali veè;1 oseba;52
Velike Lašèe;5 sob ali veè;2 osebi;55
Velike Lašèe;5 sob ali veè;3 osebe;75
Velike Lašèe;5 sob ali veè;4 osebe;92
Velike Lašèe;5 sob ali veè;5 oseb;71
Velike Lašèe;5 sob ali veè;6 oseb;57
Velike Lašèe;5 sob ali veè;7 oseb ali veè;34
Veržej;Število sob - SKUPAJ;Število oseb -SKUPAJ;404
Veržej;Število sob - SKUPAJ;1 oseba;69
Veržej;Število sob - SKUPAJ;2 osebi;96
Veržej;Število sob - SKUPAJ;3 osebe;82
Veržej;Število sob - SKUPAJ;4 osebe;74
Veržej;Število sob - SKUPAJ;5 oseb;48
Veržej;Število sob - SKUPAJ;6 oseb;24
Veržej;Število sob - SKUPAJ;7 oseb ali veè;11
Veržej;1 soba;Število oseb -SKUPAJ;11
Veržej;1 soba;1 oseba;8
Veržej;1 soba;2 osebi;2
Veržej;1 soba;3 osebe;0
Veržej;1 soba;4 osebe;0
Veržej;1 soba;5 oseb;1
Veržej;1 soba;6 oseb;0
Veržej;1 soba;7 oseb ali veè;0
Veržej;2 sobi;Število oseb -SKUPAJ;57
Veržej;2 sobi;1 oseba;21
Veržej;2 sobi;2 osebi;17
Veržej;2 sobi;3 osebe;8
Veržej;2 sobi;4 osebe;3
Veržej;2 sobi;5 oseb;4
Veržej;2 sobi;6 oseb;4
Veržej;2 sobi;7 oseb ali veè;0
Veržej;3 sobe;Število oseb -SKUPAJ;109
Veržej;3 sobe;1 oseba;18
Veržej;3 sobe;2 osebi;33
Veržej;3 sobe;3 osebe;22
Veržej;3 sobe;4 osebe;24
Veržej;3 sobe;5 oseb;8
Veržej;3 sobe;6 oseb;2
Veržej;3 sobe;7 oseb ali veè;2
Veržej;4 sobe;Število oseb -SKUPAJ;99
Veržej;4 sobe;1 oseba;13
Veržej;4 sobe;2 osebi;27
Veržej;4 sobe;3 osebe;28
Veržej;4 sobe;4 osebe;10
Veržej;4 sobe;5 oseb;14
Veržej;4 sobe;6 oseb;5
Veržej;4 sobe;7 oseb ali veè;2
Veržej;5 sob ali veè;Število oseb -SKUPAJ;128
Veržej;5 sob ali veè;1 oseba;9
Veržej;5 sob ali veè;2 osebi;17
Veržej;5 sob ali veè;3 osebe;24
Veržej;5 sob ali veè;4 osebe;37
Veržej;5 sob ali veè;5 oseb;21
Veržej;5 sob ali veè;6 oseb;13
Veržej;5 sob ali veè;7 oseb ali veè;7
Videm;Število sob - SKUPAJ;Število oseb -SKUPAJ;1758
Videm;Število sob - SKUPAJ;1 oseba;384
Videm;Število sob - SKUPAJ;2 osebi;341
Videm;Število sob - SKUPAJ;3 osebe;354
Videm;Število sob - SKUPAJ;4 osebe;360
Videm;Število sob - SKUPAJ;5 oseb;166
Videm;Število sob - SKUPAJ;6 oseb;94
Videm;Število sob - SKUPAJ;7 oseb ali veè;59
Videm;1 soba;Število oseb -SKUPAJ;128
Videm;1 soba;1 oseba;77
Videm;1 soba;2 osebi;23
Videm;1 soba;3 osebe;10
Videm;1 soba;4 osebe;8
Videm;1 soba;5 oseb;4
Videm;1 soba;6 oseb;3
Videm;1 soba;7 oseb ali veè;3
Videm;2 sobi;Število oseb -SKUPAJ;495
Videm;2 sobi;1 oseba;162
Videm;2 sobi;2 osebi;129
Videm;2 sobi;3 osebe;93
Videm;2 sobi;4 osebe;61
Videm;2 sobi;5 oseb;27
Videm;2 sobi;6 oseb;10
Videm;2 sobi;7 oseb ali veè;13
Videm;3 sobe;Število oseb -SKUPAJ;526
Videm;3 sobe;1 oseba;88
Videm;3 sobe;2 osebi;111
Videm;3 sobe;3 osebe;120
Videm;3 sobe;4 osebe;110
Videm;3 sobe;5 oseb;61
Videm;3 sobe;6 oseb;23
Videm;3 sobe;7 oseb ali veè;13
Videm;4 sobe;Število oseb -SKUPAJ;353
Videm;4 sobe;1 oseba;36
Videm;4 sobe;2 osebi;54
Videm;4 sobe;3 osebe;81
Videm;4 sobe;4 osebe;111
Videm;4 sobe;5 oseb;30
Videm;4 sobe;6 oseb;25
Videm;4 sobe;7 oseb ali veè;16
Videm;5 sob ali veè;Število oseb -SKUPAJ;256
Videm;5 sob ali veè;1 oseba;21
Videm;5 sob ali veè;2 osebi;24
Videm;5 sob ali veè;3 osebe;50
Videm;5 sob ali veè;4 osebe;70
Videm;5 sob ali veè;5 oseb;44
Videm;5 sob ali veè;6 oseb;33
Videm;5 sob ali veè;7 oseb ali veè;14
Vipava;Število sob - SKUPAJ;Število oseb -SKUPAJ;1658
Vipava;Število sob - SKUPAJ;1 oseba;367
Vipava;Število sob - SKUPAJ;2 osebi;321
Vipava;Število sob - SKUPAJ;3 osebe;292
Vipava;Število sob - SKUPAJ;4 osebe;295
Vipava;Število sob - SKUPAJ;5 oseb;177
Vipava;Število sob - SKUPAJ;6 oseb;91
Vipava;Število sob - SKUPAJ;7 oseb ali veè;115
Vipava;1 soba;Število oseb -SKUPAJ;97
Vipava;1 soba;1 oseba;45
Vipava;1 soba;2 osebi;20
Vipava;1 soba;3 osebe;12
Vipava;1 soba;4 osebe;10
Vipava;1 soba;5 oseb;5
Vipava;1 soba;6 oseb;4
Vipava;1 soba;7 oseb ali veè;1
Vipava;2 sobi;Število oseb -SKUPAJ;290
Vipava;2 sobi;1 oseba;114
Vipava;2 sobi;2 osebi;61
Vipava;2 sobi;3 osebe;47
Vipava;2 sobi;4 osebe;36
Vipava;2 sobi;5 oseb;14
Vipava;2 sobi;6 oseb;9
Vipava;2 sobi;7 oseb ali veè;9
Vipava;3 sobe;Število oseb -SKUPAJ;428
Vipava;3 sobe;1 oseba;104
Vipava;3 sobe;2 osebi;91
Vipava;3 sobe;3 osebe;81
Vipava;3 sobe;4 osebe;74
Vipava;3 sobe;5 oseb;40
Vipava;3 sobe;6 oseb;16
Vipava;3 sobe;7 oseb ali veè;22
Vipava;4 sobe;Število oseb -SKUPAJ;463
Vipava;4 sobe;1 oseba;64
Vipava;4 sobe;2 osebi;78
Vipava;4 sobe;3 osebe;101
Vipava;4 sobe;4 osebe;99
Vipava;4 sobe;5 oseb;63
Vipava;4 sobe;6 oseb;26
Vipava;4 sobe;7 oseb ali veè;32
Vipava;5 sob ali veè;Število oseb -SKUPAJ;380
Vipava;5 sob ali veè;1 oseba;40
Vipava;5 sob ali veè;2 osebi;71
Vipava;5 sob ali veè;3 osebe;51
Vipava;5 sob ali veè;4 osebe;76
Vipava;5 sob ali veè;5 oseb;55
Vipava;5 sob ali veè;6 oseb;36
Vipava;5 sob ali veè;7 oseb ali veè;51
Vitanje;Število sob - SKUPAJ;Število oseb -SKUPAJ;634
Vitanje;Število sob - SKUPAJ;1 oseba;101
Vitanje;Število sob - SKUPAJ;2 osebi;125
Vitanje;Število sob - SKUPAJ;3 osebe;106
Vitanje;Število sob - SKUPAJ;4 osebe;123
Vitanje;Število sob - SKUPAJ;5 oseb;79
Vitanje;Število sob - SKUPAJ;6 oseb;59
Vitanje;Število sob - SKUPAJ;7 oseb ali veè;41
Vitanje;1 soba;Število oseb -SKUPAJ;42
Vitanje;1 soba;1 oseba;25
Vitanje;1 soba;2 osebi;7
Vitanje;1 soba;3 osebe;5
Vitanje;1 soba;4 osebe;3
Vitanje;1 soba;5 oseb;0
Vitanje;1 soba;6 oseb;1
Vitanje;1 soba;7 oseb ali veè;1
Vitanje;2 sobi;Število oseb -SKUPAJ;151
Vitanje;2 sobi;1 oseba;43
Vitanje;2 sobi;2 osebi;40
Vitanje;2 sobi;3 osebe;15
Vitanje;2 sobi;4 osebe;22
Vitanje;2 sobi;5 oseb;20
Vitanje;2 sobi;6 oseb;7
Vitanje;2 sobi;7 oseb ali veè;4
Vitanje;3 sobe;Število oseb -SKUPAJ;262
Vitanje;3 sobe;1 oseba;21
Vitanje;3 sobe;2 osebi;52
Vitanje;3 sobe;3 osebe;54
Vitanje;3 sobe;4 osebe;63
Vitanje;3 sobe;5 oseb;29
Vitanje;3 sobe;6 oseb;22
Vitanje;3 sobe;7 oseb ali veè;21
Vitanje;4 sobe;Število oseb -SKUPAJ;91
Vitanje;4 sobe;1 oseba;6
Vitanje;4 sobe;2 osebi;19
Vitanje;4 sobe;3 osebe;16
Vitanje;4 sobe;4 osebe;21
Vitanje;4 sobe;5 oseb;14
Vitanje;4 sobe;6 oseb;11
Vitanje;4 sobe;7 oseb ali veè;4
Vitanje;5 sob ali veè;Število oseb -SKUPAJ;88
Vitanje;5 sob ali veè;1 oseba;6
Vitanje;5 sob ali veè;2 osebi;7
Vitanje;5 sob ali veè;3 osebe;16
Vitanje;5 sob ali veè;4 osebe;14
Vitanje;5 sob ali veè;5 oseb;16
Vitanje;5 sob ali veè;6 oseb;18
Vitanje;5 sob ali veè;7 oseb ali veè;11
Vodice;Število sob - SKUPAJ;Število oseb -SKUPAJ;1334
Vodice;Število sob - SKUPAJ;1 oseba;197
Vodice;Število sob - SKUPAJ;2 osebi;237
Vodice;Število sob - SKUPAJ;3 osebe;240
Vodice;Število sob - SKUPAJ;4 osebe;307
Vodice;Število sob - SKUPAJ;5 oseb;163
Vodice;Število sob - SKUPAJ;6 oseb;105
Vodice;Število sob - SKUPAJ;7 oseb ali veè;85
Vodice;1 soba;Število oseb -SKUPAJ;27
Vodice;1 soba;1 oseba;10
Vodice;1 soba;2 osebi;7
Vodice;1 soba;3 osebe;1
Vodice;1 soba;4 osebe;4
Vodice;1 soba;5 oseb;4
Vodice;1 soba;6 oseb;0
Vodice;1 soba;7 oseb ali veè;1
Vodice;2 sobi;Število oseb -SKUPAJ;164
Vodice;2 sobi;1 oseba;49
Vodice;2 sobi;2 osebi;42
Vodice;2 sobi;3 osebe;21
Vodice;2 sobi;4 osebe;28
Vodice;2 sobi;5 oseb;12
Vodice;2 sobi;6 oseb;8
Vodice;2 sobi;7 oseb ali veè;4
Vodice;3 sobe;Število oseb -SKUPAJ;241
Vodice;3 sobe;1 oseba;42
Vodice;3 sobe;2 osebi;53
Vodice;3 sobe;3 osebe;48
Vodice;3 sobe;4 osebe;52
Vodice;3 sobe;5 oseb;21
Vodice;3 sobe;6 oseb;13
Vodice;3 sobe;7 oseb ali veè;12
Vodice;4 sobe;Število oseb -SKUPAJ;356
Vodice;4 sobe;1 oseba;49
Vodice;4 sobe;2 osebi;74
Vodice;4 sobe;3 osebe;70
Vodice;4 sobe;4 osebe;93
Vodice;4 sobe;5 oseb;32
Vodice;4 sobe;6 oseb;21
Vodice;4 sobe;7 oseb ali veè;17
Vodice;5 sob ali veè;Število oseb -SKUPAJ;546
Vodice;5 sob ali veè;1 oseba;47
Vodice;5 sob ali veè;2 osebi;61
Vodice;5 sob ali veè;3 osebe;100
Vodice;5 sob ali veè;4 osebe;130
Vodice;5 sob ali veè;5 oseb;94
Vodice;5 sob ali veè;6 oseb;63
Vodice;5 sob ali veè;7 oseb ali veè;51
Vojnik;Število sob - SKUPAJ;Število oseb -SKUPAJ;2627
Vojnik;Število sob - SKUPAJ;1 oseba;487
Vojnik;Število sob - SKUPAJ;2 osebi;556
Vojnik;Število sob - SKUPAJ;3 osebe;523
Vojnik;Število sob - SKUPAJ;4 osebe;493
Vojnik;Število sob - SKUPAJ;5 oseb;277
Vojnik;Število sob - SKUPAJ;6 oseb;169
Vojnik;Število sob - SKUPAJ;7 oseb ali veè;122
Vojnik;1 soba;Število oseb -SKUPAJ;189
Vojnik;1 soba;1 oseba;95
Vojnik;1 soba;2 osebi;43
Vojnik;1 soba;3 osebe;23
Vojnik;1 soba;4 osebe;15
Vojnik;1 soba;5 oseb;6
Vojnik;1 soba;6 oseb;3
Vojnik;1 soba;7 oseb ali veè;4
Vojnik;2 sobi;Število oseb -SKUPAJ;529
Vojnik;2 sobi;1 oseba;149
Vojnik;2 sobi;2 osebi;149
Vojnik;2 sobi;3 osebe;87
Vojnik;2 sobi;4 osebe;74
Vojnik;2 sobi;5 oseb;35
Vojnik;2 sobi;6 oseb;20
Vojnik;2 sobi;7 oseb ali veè;15
Vojnik;3 sobe;Število oseb -SKUPAJ;835
Vojnik;3 sobe;1 oseba;126
Vojnik;3 sobe;2 osebi;205
Vojnik;3 sobe;3 osebe;186
Vojnik;3 sobe;4 osebe;158
Vojnik;3 sobe;5 oseb;75
Vojnik;3 sobe;6 oseb;50
Vojnik;3 sobe;7 oseb ali veè;35
Vojnik;4 sobe;Število oseb -SKUPAJ;480
Vojnik;4 sobe;1 oseba;72
Vojnik;4 sobe;2 osebi;75
Vojnik;4 sobe;3 osebe;105
Vojnik;4 sobe;4 osebe;120
Vojnik;4 sobe;5 oseb;49
Vojnik;4 sobe;6 oseb;35
Vojnik;4 sobe;7 oseb ali veè;24
Vojnik;5 sob ali veè;Število oseb -SKUPAJ;594
Vojnik;5 sob ali veè;1 oseba;45
Vojnik;5 sob ali veè;2 osebi;84
Vojnik;5 sob ali veè;3 osebe;122
Vojnik;5 sob ali veè;4 osebe;126
Vojnik;5 sob ali veè;5 oseb;112
Vojnik;5 sob ali veè;6 oseb;61
Vojnik;5 sob ali veè;7 oseb ali veè;44
Vransko;Število sob - SKUPAJ;Število oseb -SKUPAJ;754
Vransko;Število sob - SKUPAJ;1 oseba;142
Vransko;Število sob - SKUPAJ;2 osebi;143
Vransko;Število sob - SKUPAJ;3 osebe;137
Vransko;Število sob - SKUPAJ;4 osebe;151
Vransko;Število sob - SKUPAJ;5 oseb;87
Vransko;Število sob - SKUPAJ;6 oseb;48
Vransko;Število sob - SKUPAJ;7 oseb ali veè;46
Vransko;1 soba;Število oseb -SKUPAJ;38
Vransko;1 soba;1 oseba;20
Vransko;1 soba;2 osebi;7
Vransko;1 soba;3 osebe;5
Vransko;1 soba;4 osebe;5
Vransko;1 soba;5 oseb;1
Vransko;1 soba;6 oseb;0
Vransko;1 soba;7 oseb ali veè;0
Vransko;2 sobi;Število oseb -SKUPAJ;147
Vransko;2 sobi;1 oseba;46
Vransko;2 sobi;2 osebi;41
Vransko;2 sobi;3 osebe;24
Vransko;2 sobi;4 osebe;21
Vransko;2 sobi;5 oseb;6
Vransko;2 sobi;6 oseb;4
Vransko;2 sobi;7 oseb ali veè;5
Vransko;3 sobe;Število oseb -SKUPAJ;208
Vransko;3 sobe;1 oseba;40
Vransko;3 sobe;2 osebi;41
Vransko;3 sobe;3 osebe;42
Vransko;3 sobe;4 osebe;36
Vransko;3 sobe;5 oseb;21
Vransko;3 sobe;6 oseb;14
Vransko;3 sobe;7 oseb ali veè;14
Vransko;4 sobe;Število oseb -SKUPAJ;159
Vransko;4 sobe;1 oseba;17
Vransko;4 sobe;2 osebi;26
